email,business_name,Business_Address_ID,bank_routing_number,bank_account_number,balance
xj7x77ao@nittybiz.com,Trendy & Active Parlor,d090dbbffbb343d2b013de8d23418ac3,3863-4156-5,14652728,847474
z0nk2hdh@nittybiz.com,Blue & Prosperous Market,5ff159c0849f43bd86182740dd8f4fbc,3863-4156-5,74683374,188201
10xe5hi0@nittybiz.com,Elite & Golden House,b4bf31a650534a20bfb3d2cb14ec02ac,3863-4156-5,41121355,522520
hkru7hot@nittybiz.com,Rustic & Sleek Tavern,adbfbcce86d0405d86516497ee4350bb,3863-4156-5,49004350,614073
ujzpcvvz@nittybiz.com,Cozy Lounge,3dfe7d9381994ef58b5b4637c832736e,3863-4156-5,69162369,155633
c0pjnjzk@nittybiz.com,The Creative Lounge,3f808909437e438c921d86f03b6dd717,3863-4156-5,39728572,48548
aaekzvdc@nittybiz.com,The Vibrant Express,505a1ca90cc24656ab6802d55acfdd56,3863-4156-5,80653996,269211
fuzllzzx@nittybiz.com,The Lively Chophouse,89c04306c25a4e75ab927484f8b0abaf,3863-4156-5,99943501,579703
4wtry7dk@nittybiz.com,Urban Spoon,55f1cb79a01342a8929f074c5bba1c98,3863-4156-5,45559458,52250
y2udkikw@nittybiz.com,Rustic Bakery,db9816279224481f9cb8b5a9538724e5,3863-4156-5,20154535,42352
xtxi1yoi@nittybiz.com,Eatery & Delight,49d13275e2a245c3b1154ffbe02ee7e6,3863-4156-5,46499168,15154
6jtd60n2@nittybiz.com,Express & Lounge,9313f76f52404a29a46460e0178bfc37,3863-4156-5,95655144,437563
x3y54ibo@nittybiz.com,The Golden Spot,d6ebf370038344fbb05c75cfa9bab2ea,3863-4156-5,67673606,1726
9epxccba@nittybiz.com,The Reliable Retreat,01ae0eacf66c40679cdeefe39180ff21,3863-4156-5,19917226,628785
nmps988l@nittybiz.com,Heritage Pub,079a853b73454e6db9caa85172377d8a,3863-4156-5,63675529,807850
pm327nz5@nittybiz.com,The Radiant Bar,e048ad6078e24288b4babdfe46d137ff,3863-4156-5,73741101,560851
8dxb9ksf@nittybiz.com,Gallery Solutions,8bd8ae9d2d9543c8a4a05ffcc5514bb7,3863-4156-5,54788095,438952
0qekckaq@nittybiz.com,Brewery & Depot,dbce7993fab84e8db140e52c9f8a8f0c,3863-4156-5,21843016,556583
5dw7cpmp@nittybiz.com,Happy & Sleek Canteen,065f081f870d46ffba7ee08bceb9d7c2,3863-4156-5,62595336,9824
zkq5g8lm@nittybiz.com,Bistro & Barbecue,bb8bd962ac304512a2d8ea9e7fe94509,3863-4156-5,24676864,50477
6lq16kbm@nittybiz.com,The Innovative Canteen,a5adbd71a12746b6903aed3d03f3f9ba,3863-4156-5,89377590,245420
zmbtsdj7@nittybiz.com,Depot & Fork,03a014ec97a94bf9804ef92452882dfd,3863-4156-5,66908618,848275
3pyinnyn@nittybiz.com,Elite & Rustic Feast,0c97d13dc27d475da67b426129376da3,3863-4156-5,12976622,209173
z06ts0i5@nittybiz.com,Stove Group,37549afd761840c5b131a47f302c13f8,3863-4156-5,72876262,208176
0bejhrbd@nittybiz.com,Bright Mart,96b5f0424f7c4302bd6ab80e1ee493c2,3863-4156-5,28584244,714440
tkhtoyjy@nittybiz.com,Spoon & Restaurant,8926dcc2dcbd4472b43edbe6594f958d,3863-4156-5,63569272,589985
1pajvbno@nittybiz.com,Majestic Station,97441cf4c66140b7beabcafa86757646,3863-4156-5,83858084,689314
1cb6q149@nittybiz.com,Superior & Elite House,37497ee2167c4b21ae9c7a71f6d59356,6733-9697-2,10790224,12400
fxw0upc8@nittybiz.com,Lounge & Emporium,adf599b6446241a4b167fdfa4c372261,6733-9697-2,97832282,464805
pi2l7vqm@nittybiz.com,Dynamic & Vibrant Barbecue,977ab7d2d5ac40cf9f52bb987b6f3d50,6733-9697-2,53815438,980623
i7g0i0yr@nittybiz.com,Corner & Bar,8cf5f6b958004f18968ecf45a6a90eb9,6733-9697-2,29877109,666879
6n3fch02@nittybiz.com,The Elegant Eatery,e5a354a75f344026871a0873b4cb52e6,6733-9697-2,81839329,90310
9dmmsuh7@nittybiz.com,Center & Table,a08c231deead4d96bea5161b18fb8930,6733-9697-2,65789253,494760
za8mga5g@nittybiz.com,The Vibrant Center,d7376926ff4849c99d5cade3eb83325c,6733-9697-2,62388621,341191
597r0i2l@nittybiz.com,Bright Gallery,c4943567ad674ec8a79084883d399f86,6733-9697-2,38085411,779186
yzxkf3iv@nittybiz.com,The Swift Garden,8834e20541734badb59c25fb7eefccc3,6733-9697-2,71739767,421826
volszzr1@nittybiz.com,Radiant Mart,de38656e0adb42eca01d0f36b3233072,6733-9697-2,71172513,59294
fl96p8p4@nittybiz.com,The Bright Table,92b65bbaaa284537990aa5be8db99597,6733-9697-2,30387197,660355
3mt2r3ge@nittybiz.com,Rustic & Dynamic Spot,134d6dff3c0649b98000c4fb0f5fe8df,6733-9697-2,13814078,731009
ffatrf3b@nittybiz.com,The Elegant Oven,c6ba4dcacc9b497592745c9f0750fe23,6733-9697-2,48807278,680105
0e9ibf4k@nittybiz.com,Bold Pizzeria,ae48b2cc05184467ba5d75bcd76b11ff,6733-9697-2,37108163,239261
9wwhjldr@nittybiz.com,Creative Grill,c6d33c257bdc434b99d6e1ddaed71522,6733-9697-2,91553001,142549
46p1uy0d@nittybiz.com,Classic Oven,77ead83916614f4bbc98d6df1851db34,6733-9697-2,97074649,619524
zy8s0kh5@nittybiz.com,The Prime Oven,6785ee98daab494f8b7c1163165e7982,6733-9697-2,89725604,346550
9zcym450@nittybiz.com,Charming Lounge,3d40c43b364346fcb8fcfece2a72fc04,6733-9697-2,57228230,745819
r2wxe7y7@nittybiz.com,Bold Oven,961d4f88d08f4589b26fe50981c09ad7,6733-9697-2,62062020,772742
5majtsas@nittybiz.com,Cozy Table,06db84661815445cad09a8394858f214,6733-9697-2,45435355,138753
2wgtlwep@nittybiz.com,Prime Bakery,4dc312eddaaa4e928112e58980a4c205,6733-9697-2,71149588,958790
2hwyj7fn@nittybiz.com,Terrace & Fork,f61ed4f07c6d49278c665c07fda3fb58,6733-9697-2,37922519,742079
zv5ffn2r@nittybiz.com,The Bright Cafe,0e192b48585d4974a08bc0410847ca3c,6733-9697-2,36503557,406518
8mx9ej3o@nittybiz.com,Cafe Limited,3a17755085df4247ab9f5f63291eec59,6733-9697-2,16841397,427864
iujs2q1w@nittybiz.com,Cozy & Green Emporium,1d8c225217224e82bda50a393483538d,6733-9697-2,75646715,778441
526x33io@nittybiz.com,Market Enterprises,2d7feadfb0d8425b90c32f0763c630b6,6733-9697-2,62116267,26936
8gox1par@nittybiz.com,Urban Oven,e63468d9776b453788b81aece3539b01,6733-9697-2,13304820,941222
bwohvway@nittybiz.com,Cozy & Dynamic Gallery,8672b367f23f4da1bd3ee3b367b27d1b,6733-9697-2,12713882,186390
u413uins@nittybiz.com,The Innovative Griddle,c08f7816f9ad417c8054acb2796d1853,6733-9697-2,99066078,534854
9h1k6byk@nittybiz.com,Grand & Vibrant Cafe,8ea631c5901744cda0769e63737fb4e5,6733-9697-2,85093215,179233
leqa8ar8@nittybiz.com,Innovative Bistro,76719f11af0942e99d7fa1effca7fc3f,6733-9697-2,41840301,476591
taoyeq89@nittybiz.com,Royal & Creative Tavern,08acbf018a324553b505257d00c5e919,6733-9697-2,31903580,473343
ivvzdy9z@nittybiz.com,The Royal Mart,678330de12a546958e9a4ad42a2c2643,6733-9697-2,68428061,7186
p8ehlnza@nittybiz.com,Legacy & Brilliant Gallery,b866c90de08447c38d5434bd5a2929b6,6733-9697-2,62679280,486888
prxhvowc@nittybiz.com,Bold & Dynamic Roost,8cf48a99496243e29dbcf5576dd0c4ac,6733-9697-2,39697128,121209
9uztm57r@nittybiz.com,Delight & Express,7d488317fc2845e7a7eceb6c2115ed96,6733-9697-2,46301212,625160
v9tsi3rx@nittybiz.com,Noble & Classic Eatery,f7dca0f58efa4e24953ce7fdff923064,6733-9697-2,72194081,6305
sqfosf33@nittybiz.com,Delightful & Blue Shop,5f659179643b40759d122dab1e947563,6733-9697-2,76505685,622677
gew5zyb5@nittybiz.com,Happy & Radiant Depot,257c929ec452404e89d13dc134297967,6733-9697-2,85224935,716223
sap9tcw2@nittybiz.com,The Green Eatery,cb68eda545e94e77a7f76a37fd311828,6733-9697-2,21476495,417879
xuw5qej5@nittybiz.com,Diner & Delight,88ced2d963a2420ab81d17b06915bcfd,6733-9697-2,46236347,360462
wqs936y9@nittybiz.com,Superior Feast,b3352b02967e4b768fe1a572057bb356,6733-9697-2,91700735,917363
x1nuj1ik@nittybiz.com,Superior Canteen,189d96b9ea9e4f0b8a2dfe3f8139a388,6733-9697-2,40234787,10524
5px7ensd@nittybiz.com,The Sleek Retreat,85eadff8e4c5455b890e1e27156c738e,6733-9697-2,89027281,487444
5ot14veo@nittybiz.com,Express & Garden,14b5c48217da4ce583c6a1c9ecfade0b,6733-9697-2,40915582,684569
j49t20ws@nittybiz.com,Corner Limited,881a287a75d54a59887217f549157bf3,6733-9697-2,73685502,274147
94dwlfjw@nittybiz.com,Charming Terrace,a476e13895a148e78e931223e168dfa6,6733-9697-2,98692227,762270
c58iso9l@nittybiz.com,Emporium & Terrace,183dcbe50b884e6d9c29aadd74c59753,6733-9697-2,53457403,24244
i10g400u@nittybiz.com,Majestic Garden,5c471a06487744d69c2a7ed55b03a33a,6733-9697-2,24823912,175622
64155mod@nittybiz.com,The Delightful Station,b3de5565f7324fa8a7869df2fcb9e6f8,6733-9697-2,46139530,298207
iytxlm40@nittybiz.com,The Brilliant Brewery,0677029474c34ed982468ccef77e9cb8,6733-9697-2,94105120,543055
0dwg7vs1@nittybiz.com,Prosperous Stove,3bb78aa30fe54bdcab5d2e4cf4cc3fec,6733-9697-2,12644423,451886
vipc9013@nittybiz.com,Modern & Vibrant Lounge,2df6e51cebf24352b0943d422e702736,6733-9697-2,10186438,995820
5w0f4xtk@nittybiz.com,The Superior Diner,9b2c8dbca10a4bfb8c861532674bf71d,6733-9697-2,49373870,814525
0czsovcd@nittybiz.com,Creative & Superior Brewery,0de9e2971e7348eeb7aa3b578b8dd509,6733-9697-2,89601285,275648
dqp8vsvw@nittybiz.com,Delightful Eatery,b75a30f3e64c40a2b5c1e565dff7a495,6733-9697-2,95153313,717350
blxghwq4@nittybiz.com,Royal Eatery,b75c92d52d2d4d279a1499dd58f38ccf,6733-9697-2,64423137,671211
8u8oovm8@nittybiz.com,The Charming Table,ccb0106030184434b1a4f8fff3a77b45,6733-9697-2,62681815,950118
qr9u8v73@nittybiz.com,The Modern Restaurant,7de418d870424ab2b4d47f1b529569f7,6733-9697-2,61567115,980830
kknxz12s@nittybiz.com,Radiant Cellar,40488f70f4ea40cfb314035e3a526290,6733-9697-2,38143024,973096
oyqbtiwi@nittybiz.com,Green Gallery,6774870bf7304ff1a3c4e60c058d23dc,6733-9697-2,39267087,494741
57wpi3lm@nittybiz.com,Brewery Partners,26d26dcaea624022ae3c78df6519e1cc,6733-9697-2,79926052,717475
6mgzq82c@nittybiz.com,Delight & Table,461dcc058baf41538d8541c9e87eab30,6733-9697-2,74269510,908111
72anlwyk@nittybiz.com,Legacy & Modern Mart,8f5c3e08a5a845e3a983406c63bf820b,6733-9697-2,62051655,603503
8lupft4w@nittybiz.com,The Golden Market,2d248b90f3cf422797a7b29f7d91e2eb,6733-9697-2,29915545,186972
gkrxgmnj@nittybiz.com,Roost & Station,87c0e3af5c334b058151ea5b494ccd4e,6733-9697-2,66809150,880386
lw9o95wl@nittybiz.com,The Charming Gallery,4bd08c646b8344278bfecd37bebb6785,6733-9697-2,44881908,47656
qihjnhr0@nittybiz.com,Lively Barbecue,4fd6fe798fde43c29edd214c719b84f0,6733-9697-2,69851826,904251
7vdtlaef@nittybiz.com,Modern Stove,7c22e3f9e78c418998ce94d12eb7e346,6733-9697-2,68492128,473983
qwx60wvi@nittybiz.com,Reliable & Radiant Spot,401f2de48f024e5a8730e6e41c187290,6733-9697-2,69969030,100713
9hjby7so@nittybiz.com,Bold & Modern Bakery,b8c4ae1b5119498aadde21b7cd9b7b86,6733-9697-2,52614256,250092
u5wf2ihv@nittybiz.com,The Golden Eatery,aba701f9871445cd95cf5a3d5168332a,6733-9697-2,74694582,866309
dyoga4aq@nittybiz.com,Market & Parlor,57e4661fa647472a9041b681c098c6b9,6733-9697-2,45457301,473801
4zogjxan@nittybiz.com,Emporium Limited,d8f7b5f53ecf4385800ea332babd1b54,6733-9697-2,62976175,84904
5nv9f2az@nittybiz.com,Dynamic Oven,3aedc9d30a8544e99862e47d07927046,6733-9697-2,35353058,542565
m0wchjwt@nittybiz.com,Mystic & Modern Corner,bb02483e0c7849c780682f214a285d91,6733-9697-2,81505996,292553
2u2n977x@nittybiz.com,Parlor Associates,2625f979a65b468ab73f7d0433932643,6733-9697-2,19009319,105409
zm8ib7ah@nittybiz.com,Inn & Hub,4000c547ac5d48958e6d9edf9775870e,6733-9697-2,76477169,582118
ximorucb@nittybiz.com,Noble & Bold Kitchen,37a0c31c5f304cbbb97aebe5d7dd038e,6733-9697-2,66786705,910776
synbxkfg@nittybiz.com,Lively Market,0bf9c39295f0461bb6036188db6aa79b,6733-9697-2,43224675,177814
sddbr86b@nittybiz.com,Bright Chophouse,b72c8b08244044a69926fdc8961d5429,6733-9697-2,19947925,365479
7q9cabe5@nittybiz.com,Majestic Delight,c69195c764d44c3aab9971da051ab125,6733-9697-2,37364832,955554
fj3ywxo7@nittybiz.com,Classic & Sleek Cellar,c9cafe652fad4d699fe7b9d9e4780222,6733-9697-2,57840597,428702
v7v3jtjq@nittybiz.com,The Radiant Kitchen,c0a2b532500546559c6e9775f7147890,6733-9697-2,33821934,357779
qjm5tpd1@nittybiz.com,Elegant Corner,d8ffe357b3444a899806c64f823524af,6733-9697-2,57219781,142634
310kvvpa@nittybiz.com,Sunny Express,70406255df4f47269fd860d0db26d322,6733-9697-2,98588158,903110
2wts2hn8@nittybiz.com,Prosperous & Charming Fork,0222250361d2451b8d8d3eee8f08fc5f,6733-9697-2,17030505,880735
1ejqcht8@nittybiz.com,Chophouse Partners,a1cfa16a4b724141818b01b6695c9374,6733-9697-2,76555463,823936
5kzabv4o@nittybiz.com,Mart & Mart,6e75ddf2d3014783a7af805ac3de4e2c,6733-9697-2,56698477,569797
zmphxgi8@nittybiz.com,Roost Corporation,87b6c52e721546ebb17883a50bd4081f,6733-9697-2,31340223,394422
1phgtpv1@nittybiz.com,Mart Inc,29636db6b89a4b77a8902cd216b898d9,6733-9697-2,87584746,31553
91a2npsh@nittybiz.com,Terrace & Plaza,58e5930a75da4e2eadd13e756c9fb4fb,6733-9697-2,99006039,323896
ov2i3h88@nittybiz.com,The Legacy Pizzeria,82dddccc99bb4a66b8dcb68e6b85ada2,6733-9697-2,84985081,994575
sau2t9kw@nittybiz.com,The Trendy Parlor,c079277eda324311b384073d8a6f6be8,6733-9697-2,93977313,482938
4uf17vg7@nittybiz.com,Dynamic & Prosperous Delight,e72ecff609e0423d852813cf793ed1bf,6733-9697-2,68888437,704154
tjun5quc@nittybiz.com,The Golden Station,7a4804d343c247868f263eb041fadd3a,6733-9697-2,69311681,61644
z26f997g@nittybiz.com,Prime & Active Roost,e19fb6575cfd4510b5017ea06da53c52,6733-9697-2,82879332,967060
jsjyb7n6@nittybiz.com,Trendy Retreat,2ea87e35e9414aae847df04ae7fb81a3,6733-9697-2,68220644,94936
6buketdz@nittybiz.com,Legacy Hub,e25ad8dab4ad413eb34501a062eaaba8,6733-9697-2,46930545,832963
ybhp4kzx@nittybiz.com,Elite & Urban Bistro,132febe6a6ff4bcd9652e174a4a88d94,6733-9697-2,72452220,198222
cnece7uz@nittybiz.com,Griddle & Cafe,693aabc0347c4a02a641e30e1c7a66ae,7601-9951-1,87860713,92876
bt4rlyiz@nittybiz.com,Cellar & Spot,efbcd9369536431a8cbec61453e1b3a8,7601-9951-1,94573642,848427
dgabqzj8@nittybiz.com,The Prosperous Buffet,998060d24e614250b3d4718d41eb2d44,7601-9951-1,94588729,73727
ylgt6bju@nittybiz.com,The Classic Bar,cf10ae84e6a243f3a6bef3f987c2028e,7601-9951-1,28419896,620693
9vnq5ls2@nittybiz.com,Plaza & Feast,c944e50761bb4384b3d8612111f4d16a,7601-9951-1,65014012,303679
9dfkla6r@nittybiz.com,Cozy Shop,9b5d04a0f73b4d44b81dbe217a3a514b,7601-9951-1,57432977,611763
63xwyg26@nittybiz.com,Peaceful & Prime Retreat,fc591c9995e24160bbd1e1b6ceff72ec,7601-9951-1,71326417,309165
0ctik3io@nittybiz.com,The Bold Cafe,678c2cb749c447f795afb6fc2e868449,7601-9951-1,86900399,967109
bszu1v0j@nittybiz.com,Elegant & Classic Spoon,aba30c0ac10d40989e9714bd82fe0ad9,7601-9951-1,81935757,10270
tjfgssmr@nittybiz.com,House & Shop,f9e63852e7f64d1db5e0af45c1251bfc,7601-9951-1,66038226,622530
92ox85ae@nittybiz.com,Feast Group,0e8669f2b40b44b5a527259b9bd77e5c,7601-9951-1,37591548,718910
fwc1yzua@nittybiz.com,Tavern & Buffet,a4749cb21d2a4b8591091c67fb9d7d30,7601-9951-1,57221241,890895
3vi5qxys@nittybiz.com,Trendy Lounge,55275aa4b7184fcbacb955e45df6eee9,7601-9951-1,50793007,8504
kz5slmyi@nittybiz.com,Radiant & Dynamic Brewery,1aecb6b4239f475084fff2536cdf4a36,7601-9951-1,22588958,354439
9mhf5a0v@nittybiz.com,The Charming Bar,abf3b34d4d90448697af3cd28cfb5e64,7601-9951-1,14477855,367215
k227f4ql@nittybiz.com,The Brilliant Delight,7196029a222b4091877dc65282b0dbb5,7601-9951-1,70514330,262799
tv3xfm45@nittybiz.com,Lounge Enterprises,4a206cd8e10c4ea4a70d9400275602c1,7601-9951-1,94385010,380422
nroq6xr2@nittybiz.com,Rustic Feast,43274dfcbd5a408096cdca9437424b79,7601-9951-1,52330604,754382
zig14s12@nittybiz.com,The Fresh Market,ffdae5bf85074f569908ddb7002c8cfc,7601-9951-1,26302896,226773
i48k8foq@nittybiz.com,Sunny & Fresh Tavern,abf7bc16860c4b03b48361cc12c1e5b8,7601-9951-1,28128820,819779
2xyqhc2k@nittybiz.com,Feast Limited,b8f1f8b45cad45fc9e51b2c314178518,7601-9951-1,39553683,568242
7wyi61g5@nittybiz.com,Peaceful & Bold Corner,65d182fb77fb4abe82e87ccd41efc35d,7601-9951-1,19958698,174521
sjk3fa7g@nittybiz.com,Spot & Brewery,c5e650ff2b624de2b3da909b603cd9d6,7601-9951-1,26883189,694964
zeid4qzv@nittybiz.com,The Golden Depot,b170b92a577e420ea3cbf1d85faca118,7601-9951-1,64920437,176307
ejsfa36w@nittybiz.com,Creative Restaurant,58e1161f1d7041a798f3dcdc5260041b,7601-9951-1,29985167,706209
6f97fepc@nittybiz.com,Bakery & Mart,ed6b654562b04f2aa1e6a5b70a895090,7601-9951-1,30421839,744467
66rh17w8@nittybiz.com,The Bold Restaurant,f929c186570341979f721706d625586f,7601-9951-1,70847921,166505
5tomy6gx@nittybiz.com,Cafe & Station,fb56f701690b47cf81c1704644e71285,7601-9951-1,43325713,237075
nbuj6n13@nittybiz.com,Delight Solutions,7e3da2a2f0f84d8995afe0c4b00fbc8a,7601-9951-1,71370345,739984
lkl4zqbv@nittybiz.com,The Royal Cafe,18052b8a0157492bbee14c4385e9db1f,7601-9951-1,56026273,439939
or3dr94f@nittybiz.com,House & Roost,039133672b1247efb22fb164eeff9bb4,7601-9951-1,87053615,783788
eo39aft6@nittybiz.com,Sunny & Green Center,a94db755e4294f939d80cc7624c76202,7601-9951-1,24665446,978368
yce11lsr@nittybiz.com,Dynamic Feast,51f10a335ef348adaa8bb9cb0c4c4e74,7601-9951-1,91628907,213361
44l20yhr@nittybiz.com,New & New Kitchen,606b6d583ed54492a1b1265ba197a72d,7601-9951-1,99440390,704926
lgujy2pe@nittybiz.com,Inn Enterprises,666fd500816b4d27925ecf676725fb54,7601-9951-1,96436177,973012
97uhm78y@nittybiz.com,The Swift Brewery,821992ade0124a7780df7f249bcaf68d,7601-9951-1,10637416,354594
4ish814z@nittybiz.com,Blue & Heritage Center,ceb50d09db6a4a118844bc2a9159aff1,7601-9951-1,45449487,512588
2fi3b20p@nittybiz.com,The Fresh Grill,7d6ff74a82574dc8b8f119cdc97a8efb,7601-9951-1,98873773,466899
26snix0o@nittybiz.com,The Radiant Grill,8ca4f09002d74b99b1731fcfd38b2e2a,7601-9951-1,63603254,567549
bjphsyer@nittybiz.com,The Urban Corner,3d9dbc627a264ff085910defc0325eec,7601-9951-1,63670847,497296
xkuz9nmk@nittybiz.com,Lively & Vibrant Plaza,9438d101420f434397bd1aaa32a3281d,7601-9951-1,26038983,370519
pti100hk@nittybiz.com,Peaceful & Legacy Grill,7b657c5cf5f94ac59f960f342e42af8a,7601-9951-1,76996126,644117
8rx2kqxi@nittybiz.com,Imperial Parlor,f355d8e47cc749418b0986f12e219861,7601-9951-1,41863693,961334
edqrj5xj@nittybiz.com,Chophouse & Bakery,ab7da44063ae44c8a6583056dbc1a4c0,7601-9951-1,94236810,303862
3uc1mb8j@nittybiz.com,Heritage & Heritage Market,ef33b1771c7f4af6a239958c53002dfc,7601-9951-1,75382828,752180
weyuuhtk@nittybiz.com,Legacy Spoon,2f815781c46545299960e6afb16f1bbd,7601-9951-1,92331959,542953
5pyd38n8@nittybiz.com,Station Co,4fd06bf6b2584216aea2827ea524dd13,7601-9951-1,29705118,524265
gpm87ja9@nittybiz.com,Buffet & Mart,bd2c127dd47a4e94af1515a751ee9d37,7601-9951-1,98646346,561847
ue5oyd7u@nittybiz.com,Terrace & Garden,e5832a79bdd942b894d9bcbe4f3d3d22,7601-9951-1,56101853,281718
5fh2k5cb@nittybiz.com,Rustic & Rustic Canteen,ba8082b076e148c3bad58164755a14d4,7601-9951-1,35923127,283977
ythava5s@nittybiz.com,Sleek & Dynamic Depot,093e40723e014e549cdd21fca3ee0b33,7601-9951-1,65081235,823085
8nmir1eu@nittybiz.com,Grand & Innovative Gallery,6673651c13b34997b141bf1d41adcdcf,7601-9951-1,48135509,412865
gl7sxed3@nittybiz.com,Grand & Bold Retreat,b27366f92b504c17bdfa4665a167fc70,7601-9951-1,83792880,946424
b1t6nppc@nittybiz.com,Kitchen Limited,ab50d679298f4d1eb9d41f566045ffb3,7601-9951-1,70972482,756667
w1pf9gk5@nittybiz.com,Radiant & Golden Chophouse,80a5feae1e9743dc8b11173b7cf5a0da,7601-9951-1,60693269,435034
idti3ru3@nittybiz.com,Bakery Co,edae9fa1a6884d1ab01fb18c862d5322,7601-9951-1,50552734,136461
n0lggrpk@nittybiz.com,Classic & Trendy Stove,d3c4c8c902734cb7b4b7b4b644d65b11,7601-9951-1,53709483,851091
tvxarej8@nittybiz.com,Sleek Diner,bb2b6f88849e4572af40bebe579d15f2,7601-9951-1,53751643,866531
pz40p6r4@nittybiz.com,The Rustic Lounge,f7f370794d684a1c9ac736da1b5ac145,7601-9951-1,77163026,87523
cmgyoxuh@nittybiz.com,Depot & Roost,efe57f4687e5494da21c6fa88f90b6df,7601-9951-1,20083744,368449
9380j7h2@nittybiz.com,The Mystic Canteen,64a14139dddd443494300a754f8ef7ad,7601-9951-1,34962707,890492
wy5yd81y@nittybiz.com,Stove Corporation,5182084ca89d42d0a1a813a83ca429b4,7601-9951-1,16024732,707198
0hauwb40@nittybiz.com,Tavern & Express,ab67f793874a48db9391f411a38235bb,7601-9951-1,69743005,216948
62hy0hpt@nittybiz.com,The Blue Cafe,eb9734c26cb74df3bdcff4ff73215798,7601-9951-1,20329258,756271
fzkf8ju4@nittybiz.com,Sleek Hub,111cc52491a74531b8366323312f7224,7601-9951-1,70249530,119700
kejcf7ie@nittybiz.com,Stove & Tavern,7f3e599c192e401e8c34ec1e2bc65b15,7601-9951-1,82156173,817011
r58wbjgg@nittybiz.com,The Sunny Plaza,685430e05cef4948b3b1ca81ad138213,7601-9951-1,46681603,799462
8p18n9ge@nittybiz.com,Creative & Bright Shop,9699cd7c4e3e40fc8bfae7758b5baea2,7601-9951-1,58871775,278014
qxaftdz1@nittybiz.com,Corner Co,0b37614ef009415fb8e0a7f855c09182,7601-9951-1,82776379,317439
rj7bvp6a@nittybiz.com,Pizzeria & Brewery,2b2573dd53ea486a801f663b5d2c9892,7601-9951-1,96568527,351621
583pgpe3@nittybiz.com,Lounge & Pub,2cc506cb01994b76a5500fe56476b790,7601-9951-1,42205110,121782
oibimmwl@nittybiz.com,Emporium & Feast,ea43b46efb5c44c1b65db201c8dee8e2,7601-9951-1,85600773,996025
sum6zn4p@nittybiz.com,The Classic Feast,97e625e1298249aa8268ad03ce771a38,7601-9951-1,11510830,671766
esw5iw9x@nittybiz.com,Grand Table,0428911ed8274e1baae014c62b2fc6ca,7601-9951-1,15599441,236870
8ljgeitm@nittybiz.com,Pizzeria Associates,7d794efd3788469296d0be47ff469a17,7601-9951-1,57535226,140224
in5luxja@nittybiz.com,The Innovative Spot,cdd354eed6084295b38fd9c1d5b58c9b,7601-9951-1,82484671,713923
rmx2jjen@nittybiz.com,Elite & Cozy Retreat,b03168663bc249d388ce627788971981,7601-9951-1,55052487,281148
2u564bc0@nittybiz.com,Modern & New Bakery,a5e0cb36a07145c4a86c121578193b37,7601-9951-1,38274957,311663
w56u88vv@nittybiz.com,Imperial & Imperial Roost,210db4846dc244808254da870c89255f,7601-9951-1,17408500,575393
rkm2lvjs@nittybiz.com,Majestic & Sleek Pub,7cc60002049d4e5bbe3e7c752847e94f,7601-9951-1,75705990,435196
9f1h0qh6@nittybiz.com,The Peaceful Table,e50b5fadee2d4e34bd88e07327107f2e,7601-9951-1,80988251,542869
aenklern@nittybiz.com,The Classic Bakery,f30ebfcedfa84e069d1bae3650b0d9d8,7601-9951-1,14291658,384606
w6v2134h@nittybiz.com,Chophouse & Parlor,6a7e6fc76e3542668ac8d8ca7d5cf84d,7601-9951-1,58663423,62411
zjinx2xl@nittybiz.com,Bistro & Delight,4b9b575334d248e999fdf805eef5e36e,7601-9951-1,76981216,812120
4e6593ie@nittybiz.com,The Delightful Cellar,9feab30584d94ff78767a639e4e61f33,7601-9951-1,18591704,831647
q2g9sx3i@nittybiz.com,Bakery LLC,34160706fae7407ebdd903ebfcad20a9,7601-9951-1,17996982,87189
itqb49sy@nittybiz.com,Elite Parlor,2af35f76e3e54335a987642165ec2e0d,7601-9951-1,76122594,292389
a67ru8dq@nittybiz.com,The Royal Chophouse,9698a74443cf43cc87c846664322e555,7601-9951-1,16449779,766384
j0qljt2w@nittybiz.com,Royal & Trendy Emporium,e77f26cfbb354a76afd5fa44c513403e,7601-9951-1,33963661,762934
6tjtbkml@nittybiz.com,Innovative Delight,ee9b703767fb4409945e6d4705dc7412,7601-9951-1,66550239,259953
dgi1dx4h@nittybiz.com,The Elegant Plaza,641eeadc37904d2db8c92cfebaec7fa9,7601-9951-1,13329637,648750
sc0w1uga@nittybiz.com,Cozy & Delightful Hub,4774e83ffe1d496c91984d29ed36c65d,7601-9951-1,44842740,483176
osnwljqo@nittybiz.com,The Grand Fork,157f813f35754307a90fe0374ee571d1,7601-9951-1,47071289,257833
n65c3033@nittybiz.com,Elegant & Legacy Cafe,224483d33ff24cfb813ea821de2c9c88,7601-9951-1,17679188,832226
5dz8c9l2@nittybiz.com,Brilliant Cellar,d8827ba5b04342cd90e5a176fd90b17a,7601-9951-1,15221445,147458
bphugzof@nittybiz.com,Bar & Parlor,c44476dbab0f46b8a0e1e2b3da5dd916,7601-9951-1,31858586,420324
828nwr89@nittybiz.com,Green Plaza,36ba6a066c244b32b4bd68200df191f5,7601-9951-1,54428760,156407
d6hqy26n@nittybiz.com,Elegant Lounge,07bb8c09d2bb4e5d9b23bd136bf1e813,7601-9951-1,61037512,228790
